PM2.5,PM10,SO2,NO2,CO,O3,date
44.0,82.0,2.0,13.0,200.0,144.0,2015-05-16
18.0,68.0,2.0,12.0,300.0,163.0,2015-05-16
44.0,128.0,6.0,11.0,500.0,198.0,2015-05-16
56.0,127.0,8.0,14.0,600.0,197.0,2015-05-16
50.0,108.0,13.0,15.0,700.0,187.0,2015-05-16
54.0,124.0,15.0,18.0,700.0,162.0,2015-05-16
59.0,132.0,11.0,18.0,900.0,129.0,2015-05-16
64.0,122.0,8.0,18.0,1100.0,115.0,2015-05-16
72.0,118.0,8.0,16.0,1100.0,124.0,2015-05-16
64.0,123.0,6.0,18.0,1100.0,114.0,2015-05-17
61.0,109.0,7.0,15.0,1100.0,113.0,2015-05-17
70.0,109.0,6.0,14.0,1000.0,109.0,2015-05-17
66.0,105.0,5.0,13.0,1000.0,107.0,2015-05-17
68.0,102.0,5.0,12.0,900.0,102.0,2015-05-17
72.0,110.0,4.0,17.0,900.0,101.0,2015-05-17
80.0,130.0,6.0,19.0,900.0,100.0,2015-05-17
92.0,159.0,11.0,22.0,900.0,99.0,2015-05-17
112.0,192.0,16.0,25.0,1000.0,104.0,2015-05-17
131.0,213.0,17.0,28.0,1000.0,107.0,2015-05-17
146.0,214.0,17.0,27.0,1100.0,121.0,2015-05-17
165.0,225.0,13.0,33.0,1100.0,136.0,2015-05-17
171.0,232.0,12.0,32.0,1000.0,151.0,2015-05-17
165.0,216.0,11.0,27.0,1000.0,171.0,2015-05-17
160.0,199.0,12.0,29.0,1000.0,175.0,2015-05-17
168.0,247.0,15.0,29.0,1100.0,186.0,2015-05-17
185.0,222.0,14.0,26.0,1100.0,170.0,2015-05-17
165.0,165.0,12.0,22.0,1100.0,174.0,2015-05-17
169.0,184.0,11.0,21.0,1100.0,166.0,2015-05-17
163.0,174.0,11.0,21.0,1200.0,173.0,2015-05-17
163.0,187.0,9.0,21.0,1200.0,152.0,2015-05-17
164.0,181.0,8.0,25.0,1200.0,144.0,2015-05-17
111.0,111.0,9.0,11.0,900.0,157.0,2015-05-17
59.0,59.0,4.0,8.0,600.0,104.0,2015-05-17
40.0,43.0,2.0,9.0,500.0,75.0,2015-05-18
21.0,21.0,2.0,8.0,400.0,65.0,2015-05-18
5.0,10.0,2.0,8.0,300.0,58.0,2015-05-18
12.0,25.0,2.0,11.0,300.0,55.0,2015-05-18
28.0,30.0,2.0,9.0,300.0,72.0,2015-05-18
32.0,49.0,10.0,15.0,400.0,76.0,2015-05-18
26.0,29.0,7.0,15.0,300.0,73.0,2015-05-18
35.0,99.0,2.0,6.0,200.0,90.0,2015-05-18
25.0,100.0,2.0,5.0,200.0,101.0,2015-05-18
10.0,88.0,2.0,7.0,200.0,99.0,2015-05-18
10.0,65.0,2.0,9.0,200.0,100.0,2015-05-18
3.0,70.0,2.0,10.0,200.0,102.0,2015-05-18
18.0,84.0,2.0,11.0,200.0,108.0,2015-05-18
26.0,61.0,2.0,12.0,200.0,111.0,2015-05-18
19.0,46.0,2.0,11.0,100.0,113.0,2015-05-18
14.0,22.0,2.0,11.0,100.0,111.0,2015-05-18
16.0,31.0,2.0,11.0,100.0,110.0,2015-05-18
13.0,29.0,2.0,11.0,100.0,108.0,2015-05-18
3.0,29.0,2.0,11.0,100.0,105.0,2015-05-18
14.0,42.0,2.0,11.0,100.0,101.0,2015-05-18
12.0,49.0,2.0,11.0,100.0,92.0,2015-05-18
16.0,115.0,2.0,10.0,100.0,93.0,2015-05-18
30.0,208.0,2.0,10.0,100.0,98.0,2015-05-18
28.0,155.0,2.0,9.0,100.0,102.0,2015-05-18
24.0,104.0,2.0,9.0,100.0,104.0,2015-05-19
19.0,51.0,2.0,11.0,100.0,98.0,2015-05-19
26.0,49.0,2.0,14.0,100.0,81.0,2015-05-19
3.0,11.0,2.0,12.0,200.0,81.0,2015-05-19
3.0,15.0,2.0,11.0,200.0,80.0,2015-05-19
4.0,18.0,2.0,2.0,200.0,84.0,2015-05-19
4.0,40.0,2.0,2.0,200.0,86.0,2015-05-19
9.0,66.0,2.0,2.0,100.0,88.0,2015-05-19
6.0,43.0,2.0,2.0,200.0,87.0,2015-05-19
19.0,45.0,2.0,2.0,100.0,92.0,2015-05-19
4.0,41.0,2.0,2.0,200.0,92.0,2015-05-19
9.0,117.0,2.0,2.0,100.0,95.0,2015-05-19
15.0,74.0,2.0,2.0,200.0,93.0,2015-05-19
17.0,93.0,2.0,2.0,200.0,95.0,2015-05-19
18.0,106.0,2.0,2.0,200.0,97.0,2015-05-19
3.0,47.0,2.0,2.0,200.0,99.0,2015-05-19
15.0,15.0,2.0,2.0,200.0,97.0,2015-05-19
3.0,19.0,2.0,2.0,200.0,97.0,2015-05-19
6.0,21.0,2.0,2.0,200.0,98.0,2015-05-19
7.0,22.0,2.0,2.0,200.0,94.0,2015-05-19
6.0,24.0,2.0,2.0,200.0,94.0,2015-05-19
10.0,24.0,2.0,2.0,200.0,91.0,2015-05-19
9.0,21.0,2.0,2.0,200.0,84.0,2015-05-19
9.0,16.0,2.0,2.0,200.0,85.0,2015-05-19
6.0,19.0,2.0,2.0,200.0,88.0,2015-05-20
7.0,15.0,2.0,2.0,200.0,86.0,2015-05-20
7.0,16.0,2.0,2.0,200.0,86.0,2015-05-20
11.0,15.0,2.0,2.0,200.0,84.0,2015-05-20
6.0,18.0,2.0,2.0,200.0,84.0,2015-05-20
6.0,18.0,2.0,2.0,200.0,82.0,2015-05-20
8.0,18.0,2.0,2.0,200.0,82.0,2015-05-20
10.0,24.0,2.0,4.0,200.0,78.0,2015-05-20
11.0,19.0,7.0,4.0,300.0,80.0,2015-05-20
18.0,24.0,7.0,3.0,300.0,83.0,2015-05-20
14.0,21.0,9.0,4.0,300.0,87.0,2015-05-20
9.0,14.0,4.0,2.0,300.0,96.0,2015-05-20
20.0,20.0,2.0,2.0,200.0,103.0,2015-05-20
14.0,14.0,2.0,2.0,200.0,106.0,2015-05-20
20.0,23.0,2.0,2.0,200.0,111.0,2015-05-20
4.0,15.0,2.0,2.0,200.0,115.0,2015-05-20
4.0,15.0,2.0,2.0,200.0,115.0,2015-05-20
20.0,20.0,2.0,2.0,200.0,126.0,2015-05-20
24.0,26.0,2.0,4.0,200.0,124.0,2015-05-20
30.0,38.0,2.0,10.0,300.0,111.0,2015-05-20
15.0,58.0,2.0,11.0,300.0,93.0,2015-05-20
9.0,33.0,2.0,7.0,300.0,82.0,2015-05-20
18.0,33.0,2.0,6.0,300.0,79.0,2015-05-20
20.0,30.0,2.0,6.0,300.0,72.0,2015-05-20
26.0,27.0,2.0,6.0,300.0,70.0,2015-05-21
29.0,29.0,2.0,5.0,300.0,68.0,2015-05-21
11.0,18.0,3.0,5.0,200.0,69.0,2015-05-21
15.0,24.0,2.0,7.0,200.0,70.0,2015-05-21
8.0,28.0,2.0,7.0,200.0,56.0,2015-05-21
30.0,30.0,2.0,11.0,200.0,58.0,2015-05-21
19.0,39.0,2.0,11.0,200.0,52.0,2015-05-21
24.0,62.0,4.0,15.0,300.0,48.0,2015-05-21
18.0,59.0,4.0,16.0,300.0,62.0,2015-05-21
12.0,53.0,14.0,27.0,400.0,62.0,2015-05-21
29.0,56.0,10.0,35.0,400.0,57.0,2015-05-21
26.0,87.0,8.0,37.0,400.0,68.0,2015-05-21
17.0,66.0,9.0,38.0,400.0,88.0,2015-05-21
29.0,51.0,6.0,23.0,400.0,122.0,2015-05-21
37.0,70.0,4.0,38.0,500.0,133.0,2015-05-21
44.0,70.0,5.0,26.0,400.0,179.0,2015-05-21
30.0,90.0,9.0,18.0,400.0,191.0,2015-05-21
36.0,121.0,10.0,17.0,500.0,186.0,2015-05-21
29.0,168.0,7.0,15.0,400.0,160.0,2015-05-21
30.0,145.0,5.0,15.0,300.0,149.0,2015-05-21
33.0,119.0,5.0,18.0,300.0,137.0,2015-05-21
22.0,96.0,4.0,13.0,300.0,117.0,2015-05-21
23.0,81.0,4.0,12.0,300.0,106.0,2015-05-21
18.0,71.0,4.0,10.0,300.0,102.0,2015-05-21
22.0,66.0,3.0,12.0,300.0,84.0,2015-05-22
26.0,62.0,2.0,12.0,400.0,81.0,2015-05-22
21.0,55.0,3.0,10.0,400.0,88.0,2015-05-22
22.0,56.0,2.0,11.0,400.0,68.0,2015-05-22
27.0,47.0,2.0,11.0,400.0,58.0,2015-05-22
24.0,50.0,2.0,11.0,400.0,60.0,2015-05-22
36.0,56.0,3.0,16.0,500.0,57.0,2015-05-22
24.0,86.0,6.0,22.0,500.0,59.0,2015-05-22
43.0,83.0,8.0,22.0,600.0,67.0,2015-05-22
32.0,82.0,9.0,24.0,600.0,78.0,2015-05-22
53.0,102.0,11.0,36.0,600.0,86.0,2015-05-22
49.0,105.0,13.0,25.0,600.0,122.0,2015-05-22
51.0,92.0,15.0,21.0,600.0,148.0,2015-05-22
49.0,95.0,15.0,20.0,600.0,173.0,2015-05-22
66.0,96.0,15.0,21.0,600.0,183.0,2015-05-22
67.0,115.0,14.0,31.0,700.0,196.0,2015-05-22
72.0,105.0,12.0,43.0,800.0,202.0,2015-05-22
77.0,107.0,13.0,36.0,800.0,244.0,2015-05-22
42.0,74.0,10.0,20.0,600.0,234.0,2015-05-22
42.0,73.0,9.0,20.0,600.0,215.0,2015-05-22
42.0,86.0,8.0,21.0,600.0,180.0,2015-05-22
38.0,75.0,5.0,18.0,600.0,151.0,2015-05-22
33.0,70.0,6.0,16.0,600.0,157.0,2015-05-22
39.0,65.0,6.0,14.0,600.0,150.0,2015-05-22
44.0,63.0,6.0,13.0,600.0,147.0,2015-05-23
42.0,65.0,4.0,12.0,600.0,122.0,2015-05-23
44.0,59.0,2.0,13.0,600.0,119.0,2015-05-23
40.0,67.0,2.0,20.0,600.0,98.0,2015-05-23
50.0,75.0,2.0,19.0,700.0,73.0,2015-05-23
54.0,78.0,2.0,22.0,800.0,69.0,2015-05-23
59.0,82.0,2.0,20.0,800.0,71.0,2015-05-23
66.0,113.0,5.0,22.0,800.0,67.0,2015-05-23
78.0,110.0,9.0,28.0,900.0,86.0,2015-05-23
84.0,126.0,13.0,25.0,900.0,124.0,2015-05-23
75.0,132.0,13.0,30.0,900.0,147.0,2015-05-23
97.0,151.0,15.0,37.0,1000.0,178.0,2015-05-23
90.0,137.0,16.0,23.0,900.0,229.0,2015-05-23
85.0,125.0,16.0,22.0,900.0,263.0,2015-05-23
83.0,147.0,14.0,22.0,900.0,295.0,2015-05-23
103.0,163.0,17.0,32.0,1000.0,340.0,2015-05-23
89.0,131.0,16.0,23.0,900.0,308.0,2015-05-23
74.0,137.0,18.0,20.0,900.0,281.0,2015-05-23
71.0,144.0,18.0,23.0,900.0,270.0,2015-05-23
75.0,135.0,15.0,24.0,900.0,244.0,2015-05-23
75.0,148.0,13.0,30.0,900.0,208.0,2015-05-23
85.0,154.0,9.0,27.0,1000.0,158.0,2015-05-23
82.0,114.0,8.0,20.0,1000.0,151.0,2015-05-23
81.0,108.0,9.0,17.0,1000.0,157.0,2015-05-23
82.0,118.0,10.0,15.0,1000.0,158.0,2015-05-24
86.0,123.0,8.0,14.0,900.0,148.0,2015-05-24
94.0,110.0,6.0,13.0,900.0,126.0,2015-05-24
87.0,104.0,4.0,14.0,900.0,110.0,2015-05-24
89.0,101.0,3.0,14.0,900.0,100.0,2015-05-24
93.0,110.0,2.0,18.0,900.0,87.0,2015-05-24
93.0,111.0,2.0,16.0,900.0,74.0,2015-05-24
94.0,144.0,4.0,22.0,900.0,69.0,2015-05-24
108.0,163.0,9.0,24.0,900.0,92.0,2015-05-24
125.0,182.0,12.0,30.0,1100.0,116.0,2015-05-24
139.0,190.0,15.0,29.0,1200.0,146.0,2015-05-24
149.0,194.0,20.0,27.0,1300.0,184.0,2015-05-24
151.0,196.0,22.0,23.0,1200.0,231.0,2015-05-24
166.0,214.0,22.0,31.0,1300.0,288.0,2015-05-24
174.0,211.0,22.0,36.0,1400.0,336.0,2015-05-24
91.0,107.0,21.0,18.0,1000.0,299.0,2015-05-24
80.0,123.0,23.0,17.0,1000.0,285.0,2015-05-24
86.0,151.0,23.0,18.0,1100.0,270.0,2015-05-24
78.0,134.0,20.0,22.0,900.0,259.0,2015-05-24
78.0,149.0,18.0,24.0,900.0,251.0,2015-05-24
75.0,132.0,17.0,20.0,900.0,210.0,2015-05-24
78.0,129.0,12.0,18.0,900.0,178.0,2015-05-24
75.0,129.0,11.0,20.0,900.0,166.0,2015-05-24
79.0,118.0,11.0,20.0,900.0,172.0,2015-05-24
77.0,118.0,10.0,14.0,900.0,169.0,2015-05-25
76.0,91.0,8.0,13.0,800.0,153.0,2015-05-25
75.0,96.0,7.0,12.0,800.0,145.0,2015-05-25
75.0,94.0,5.0,14.0,800.0,123.0,2015-05-25
77.0,102.0,5.0,14.0,800.0,113.0,2015-05-25
81.0,107.0,6.0,19.0,900.0,110.0,2015-05-25
86.0,127.0,5.0,21.0,900.0,86.0,2015-05-25
90.0,158.0,6.0,27.0,900.0,71.0,2015-05-25
97.0,157.0,17.0,24.0,900.0,107.0,2015-05-25
98.0,194.0,18.0,26.0,1000.0,117.0,2015-05-25
103.0,153.0,19.0,42.0,1000.0,128.0,2015-05-25
110.0,193.0,20.0,30.0,1100.0,187.0,2015-05-25
112.0,173.0,24.0,24.0,1100.0,234.0,2015-05-25
104.0,170.0,23.0,23.0,1000.0,277.0,2015-05-25
112.0,193.0,21.0,34.0,1200.0,324.0,2015-05-25
92.0,120.0,27.0,24.0,1100.0,315.0,2015-05-25
92.0,193.0,36.0,15.0,1300.0,308.0,2015-05-25
111.0,194.0,42.0,18.0,1500.0,323.0,2015-05-25
114.0,213.0,44.0,19.0,1600.0,312.0,2015-05-25
133.0,259.0,42.0,24.0,1800.0,320.0,2015-05-25
128.0,191.0,30.0,23.0,1400.0,282.0,2015-05-25
128.0,191.0,30.0,23.0,1400.0,282.0,2015-05-25
97.0,135.0,15.0,16.0,900.0,182.0,2015-05-25
97.0,137.0,15.0,15.0,900.0,180.0,2015-05-25
98.0,133.0,12.0,14.0,1000.0,162.0,2015-05-26
98.0,128.0,11.0,13.0,900.0,152.0,2015-05-26
98.0,128.0,11.0,13.0,900.0,152.0,2015-05-26
97.0,117.0,10.0,12.0,900.0,136.0,2015-05-26
90.0,116.0,9.0,15.0,800.0,119.0,2015-05-26
92.0,121.0,8.0,15.0,800.0,106.0,2015-05-26
99.0,124.0,7.0,17.0,800.0,84.0,2015-05-26
92.0,153.0,9.0,25.0,800.0,69.0,2015-05-26
92.0,153.0,9.0,25.0,800.0,69.0,2015-05-26
100.0,146.0,12.0,29.0,800.0,104.0,2015-05-26
97.0,160.0,14.0,31.0,800.0,143.0,2015-05-26
104.0,175.0,17.0,30.0,900.0,181.0,2015-05-26
111.0,173.0,20.0,24.0,900.0,243.0,2015-05-26
122.0,193.0,21.0,36.0,1100.0,288.0,2015-05-26
118.0,178.0,29.0,30.0,1300.0,334.0,2015-05-26
116.0,193.0,38.0,19.0,1200.0,328.0,2015-05-26
116.0,203.0,30.0,18.0,1200.0,330.0,2015-05-26
81.0,153.0,18.0,16.0,900.0,290.0,2015-05-26
72.0,156.0,16.0,15.0,800.0,268.0,2015-05-26
68.0,141.0,14.0,18.0,700.0,237.0,2015-05-26
68.0,141.0,14.0,18.0,700.0,237.0,2015-05-26
68.0,141.0,14.0,18.0,700.0,334.0,2015-05-26
63.0,118.0,12.0,16.0,700.0,180.0,2015-05-26
64.0,110.0,10.0,15.0,600.0,151.0,2015-05-26
63.0,102.0,8.0,14.0,600.0,127.0,2015-05-27
64.0,96.0,7.0,13.0,600.0,119.0,2015-05-27
72.0,106.0,7.0,14.0,600.0,106.0,2015-05-27
76.0,100.0,6.0,15.0,600.0,92.0,2015-05-27
78.0,97.0,4.0,21.0,600.0,77.0,2015-05-27
79.0,99.0,4.0,20.0,700.0,75.0,2015-05-27
79.0,109.0,4.0,21.0,700.0,66.0,2015-05-27
95.0,150.0,6.0,33.0,700.0,50.0,2015-05-27
99.0,135.0,10.0,25.0,700.0,94.0,2015-05-27
104.0,160.0,11.0,23.0,700.0,114.0,2015-05-27
122.0,181.0,13.0,24.0,800.0,334.0,2015-05-27
118.0,145.0,14.0,21.0,800.0,179.0,2015-05-27
129.0,139.0,12.0,23.0,800.0,216.0,2015-05-27
120.0,131.0,11.0,25.0,900.0,238.0,2015-05-27
96.0,105.0,8.0,18.0,800.0,254.0,2015-05-27
91.0,109.0,6.0,14.0,700.0,247.0,2015-05-27
74.0,94.0,6.0,14.0,700.0,244.0,2015-05-27
61.0,93.0,6.0,15.0,700.0,243.0,2015-05-27
66.0,89.0,5.0,17.0,700.0,228.0,2015-05-27
56.0,129.0,6.0,20.0,600.0,213.0,2015-05-27
61.0,128.0,6.0,26.0,700.0,197.0,2015-05-27
77.0,132.0,5.0,26.0,700.0,167.0,2015-05-27
83.0,123.0,5.0,21.0,700.0,159.0,2015-05-27
100.0,151.0,9.0,24.0,900.0,166.0,2015-05-27
113.0,153.0,8.0,25.0,1000.0,137.0,2015-05-28
115.0,140.0,8.0,23.0,1000.0,129.0,2015-05-28
138.0,159.0,8.0,22.0,1200.0,116.0,2015-05-28
151.0,169.0,13.0,19.0,1300.0,136.0,2015-05-28
162.0,172.0,16.0,17.0,1300.0,137.0,2015-05-28
160.0,167.0,15.0,16.0,1300.0,129.0,2015-05-28
161.0,165.0,15.0,16.0,1300.0,119.0,2015-05-28
161.0,166.0,16.0,20.0,1300.0,101.0,2015-05-28
158.0,158.0,23.0,18.0,1300.0,111.0,2015-05-28
163.0,182.0,24.0,23.0,1300.0,112.0,2015-05-28
168.0,178.0,29.0,28.0,1200.0,126.0,2015-05-28
170.0,191.0,29.0,37.0,1200.0,146.0,2015-05-28
3.0,176.0,25.0,40.0,1300.0,156.0,2015-05-28
3.0,211.0,26.0,48.0,1300.0,183.0,2015-05-28
73.0,195.0,24.0,39.0,1200.0,214.0,2015-05-28
67.0,133.0,19.0,17.0,900.0,212.0,2015-05-28
71.0,136.0,17.0,17.0,800.0,209.0,2015-05-28
87.0,143.0,21.0,18.0,1000.0,210.0,2015-05-28
84.0,136.0,25.0,22.5,200.0,199.0,2015-05-28
86.0,144.0,24.0,27.0,900.0,192.0,2015-05-28
83.0,134.0,23.0,25.0,900.0,186.0,2015-05-28
79.0,116.0,18.0,21.0,800.0,150.0,2015-05-28
80.0,113.0,16.0,19.0,800.0,138.0,2015-05-28
84.0,115.0,14.0,22.0,800.0,122.0,2015-05-28
82.0,116.0,14.0,22.0,800.0,122.0,2015-05-29
79.0,204.0,10.0,15.0,800.0,119.0,2015-05-29
73.0,206.0,4.0,25.0,700.0,61.0,2015-05-29
75.0,75.0,3.0,21.0,700.0,44.0,2015-05-29
55.0,55.0,2.0,19.0,600.0,28.0,2015-05-29
35.0,35.0,2.0,13.0,500.0,43.0,2015-05-29
41.0,41.0,2.0,19.0,500.0,41.0,2015-05-29
50.0,58.0,2.0,37.0,600.0,18.0,2015-05-29
45.0,62.0,2.0,43.0,600.0,16.0,2015-05-29
38.0,55.0,3.0,30.0,500.0,34.0,2015-05-29
26.0,26.0,3.0,16.0,400.0,52.0,2015-05-29
16.0,51.0,2.0,8.0,300.0,63.0,2015-05-29
11.0,29.0,2.0,8.0,200.0,70.0,2015-05-29
10.0,11.0,2.0,9.0,200.0,79.0,2015-05-29
6.0,15.0,2.0,9.0,200.0,78.0,2015-05-29
3.0,5.0,2.0,9.0,100.0,81.0,2015-05-29
3.0,27.0,2.0,11.0,100.0,82.0,2015-05-29
27.0,188.0,2.0,25.0,400.0,160.0,2015-05-29
33.0,91.0,3.0,28.0,500.0,173.0,2015-05-29
26.0,78.0,2.0,25.0,400.0,145.0,2015-05-29
28.0,74.0,3.0,27.0,500.0,132.0,2015-05-29
27.0,61.0,2.0,24.0,400.0,100.0,2015-05-29
27.0,64.0,3.0,24.0,400.0,89.0,2015-05-29
26.0,64.0,2.0,21.0,400.0,80.0,2015-05-29
38.0,62.0,2.0,21.0,500.0,88.0,2015-05-30
37.0,55.0,2.0,27.0,500.0,80.0,2015-05-30
30.0,58.0,2.0,21.0,400.0,72.0,2015-05-30
19.0,22.0,2.0,14.0,300.0,56.0,2015-05-30
9.0,9.0,2.0,11.0,200.0,46.0,2015-05-30
6.0,26.0,2.0,10.0,100.0,45.0,2015-05-30
4.0,18.0,2.0,12.0,100.0,41.0,2015-05-30
5.0,31.0,3.0,19.0,200.0,30.0,2015-05-30
6.0,40.0,2.0,15.0,200.0,36.0,2015-05-30
3.0,37.0,2.0,22.0,200.0,39.0,2015-05-30
16.0,69.0,2.0,52.0,300.0,24.0,2015-05-30
17.0,48.0,2.0,32.0,300.0,66.0,2015-05-30
10.0,56.0,3.0,16.0,300.0,106.0,2015-05-30
20.0,49.0,3.0,18.0,300.0,118.0,2015-05-30
30.0,64.0,4.0,22.0,400.0,156.0,2015-05-30
36.0,82.0,6.0,21.0,600.0,194.0,2015-05-30
50.0,93.0,7.0,22.0,800.0,229.0,2015-05-30
36.0,84.0,5.0,21.0,500.0,190.0,2015-05-30
46.0,111.0,6.0,21.0,600.0,212.0,2015-05-30
69.0,127.0,9.0,23.0,600.0,184.0,2015-05-30
81.0,122.0,13.0,22.0,600.0,172.0,2015-05-30
50.0,96.0,10.0,20.0,500.0,152.0,2015-05-30
57.0,103.0,11.0,21.0,600.0,146.0,2015-05-30
58.0,104.0,10.0,28.0,800.0,110.0,2015-05-30
47.0,83.0,7.0,32.0,900.0,77.0,2015-05-31
42.0,78.0,6.0,27.0,900.0,67.0,2015-05-31
36.0,72.0,8.0,25.0,900.0,52.0,2015-05-31
36.0,73.0,8.0,25.0,700.0,46.0,2015-05-31
37.0,66.0,6.0,23.0,700.0,38.0,2015-05-31
41.0,63.0,4.0,23.0,800.0,27.0,2015-05-31
41.0,61.0,4.0,24.0,800.0,15.0,2015-05-31
48.0,77.0,7.0,23.0,800.0,24.0,2015-05-31
52.0,92.0,10.0,24.0,900.0,39.0,2015-05-31
62.0,97.0,13.0,22.0,900.0,71.0,2015-05-31
65.0,103.0,13.0,25.0,900.0,100.0,2015-05-31
77.0,120.0,14.0,28.0,900.0,138.0,2015-05-31
74.0,118.0,13.0,31.0,900.0,171.0,2015-05-31
68.0,108.0,14.0,34.0,900.0,191.0,2015-05-31
60.0,91.0,17.0,26.0,900.0,221.0,2015-05-31
43.0,86.0,14.0,17.0,700.0,220.0,2015-05-31
37.0,97.0,14.0,16.0,600.0,213.0,2015-05-31
40.0,120.0,16.0,19.0,600.0,231.0,2015-05-31
48.0,134.0,16.0,21.0,600.0,228.0,2015-05-31
55.0,160.0,12.0,22.0,700.0,205.0,2015-05-31
3.0,108.0,24.0,22.0,400.0,170.0,2015-05-31
23.0,67.0,27.0,12.0,300.0,162.0,2015-05-31
38.0,68.0,27.0,13.0,400.0,148.0,2015-05-31
45.0,87.0,27.0,14.0,400.0,137.0,2015-05-31
46.0,102.0,27.0,19.0,500.0,127.0,2015-06-01
46.0,74.0,26.0,22.0,500.0,110.0,2015-06-01
48.0,80.0,26.0,16.0,400.0,112.0,2015-06-01
46.0,105.0,25.0,19.0,400.0,104.0,2015-06-01
42.0,82.0,26.0,21.0,400.0,107.0,2015-06-01
42.0,86.0,26.0,12.0,400.0,115.0,2015-06-01
38.0,86.0,26.0,14.0,400.0,93.0,2015-06-01
41.0,92.0,26.0,17.0,400.0,71.0,2015-06-01
34.0,95.0,25.0,14.0,300.0,70.0,2015-06-01
41.0,119.0,29.0,14.0,300.0,108.0,2015-06-01
39.0,108.0,28.0,8.0,200.0,133.0,2015-06-01
3.0,164.0,30.0,11.0,400.0,179.0,2015-06-01
3.0,195.0,35.0,17.0,700.0,226.0,2015-06-01
70.0,183.0,34.0,18.0,700.0,250.0,2015-06-01
93.0,191.0,35.0,16.0,700.0,265.0,2015-06-01
98.0,167.0,37.0,16.0,700.0,266.0,2015-06-01
95.0,169.0,37.0,15.0,600.0,250.0,2015-06-01
98.0,205.0,39.0,18.0,700.0,266.0,2015-06-01
117.0,219.0,40.0,22.0,800.0,290.0,2015-06-01
116.0,195.0,39.0,26.0,800.0,269.0,2015-06-01
106.0,178.0,34.0,25.0,700.0,218.0,2015-06-01
104.0,184.0,31.0,24.0,700.0,175.0,2015-06-01
105.0,171.0,30.0,20.0,700.0,188.0,2015-06-01
106.0,166.0,29.0,27.0,700.0,150.0,2015-06-01
104.0,155.0,29.0,18.0,700.0,165.0,2015-06-02
98.0,181.0,28.0,26.0,600.0,141.0,2015-06-02
84.0,136.0,10.0,24.0,600.0,118.0,2015-06-02
16.0,49.0,2.0,2.0,200.0,73.0,2015-06-02
7.0,47.0,2.0,2.0,200.0,64.0,2015-06-02
4.0,24.0,2.0,4.0,200.0,65.0,2015-06-02
3.0,17.0,2.0,4.0,200.0,64.0,2015-06-02
4.0,20.0,2.0,4.0,200.0,64.0,2015-06-02
6.0,32.0,2.0,4.0,200.0,68.0,2015-06-02
3.0,28.0,2.0,5.0,200.0,67.0,2015-06-02
4.0,9.0,2.0,6.0,200.0,68.0,2015-06-02
9.0,22.0,2.0,4.666666666666667,100.0,73.0,2015-06-02
8.0,20.0,2.0,3.3333333333333335,100.0,78.0,2015-06-02
9.0,32.0,2.0,2.0,100.0,85.0,2015-06-02
12.0,32.0,2.0,4.0,100.0,87.0,2015-06-02
10.0,26.0,2.0,5.0,100.0,82.0,2015-06-02
9.0,30.0,2.0,5.0,100.0,82.0,2015-06-02
8.0,29.0,2.0,4.0,100.0,80.0,2015-06-02
19.0,29.0,2.0,4.0,100.0,78.0,2015-06-02
18.0,26.0,2.0,3.0,100.0,74.0,2015-06-02
12.0,33.0,2.0,4.0,100.0,68.0,2015-06-02
12.0,36.0,2.0,4.0,100.0,62.0,2015-06-02
11.0,34.0,2.0,4.0,200.0,62.0,2015-06-02
8.0,27.0,2.0,4.0,200.0,62.0,2015-06-02
8.0,83.0,2.0,13.0,200.0,55.0,2015-06-03
41.0,181.0,8.0,39.0,600.0,53.0,2015-06-03
33.0,140.0,6.0,31.0,500.0,40.0,2015-06-03
28.0,85.0,5.0,25.0,400.0,31.0,2015-06-03
24.0,96.0,4.0,34.0,400.0,17.0,2015-06-03
18.0,74.0,3.0,26.0,400.0,16.0,2015-06-03
18.0,67.0,3.0,14.0,400.0,22.0,2015-06-03
19.0,56.0,5.0,14.0,400.0,32.0,2015-06-03
20.0,128.0,7.0,24.0,400.0,45.0,2015-06-03
21.0,82.0,9.0,20.0,400.0,48.0,2015-06-03
24.0,95.0,9.0,36.0,400.0,38.0,2015-06-03
20.0,71.0,10.0,33.0,400.0,52.0,2015-06-03
17.0,29.0,8.0,17.0,300.0,72.0,2015-06-03
10.0,10.0,5.0,7.0,200.0,79.0,2015-06-03
7.0,9.0,3.0,5.0,200.0,80.0,2015-06-03
10.0,10.0,2.0,5.0,200.0,86.0,2015-06-03
20.0,92.0,4.0,16.0,300.0,151.0,2015-06-03
17.0,65.0,3.0,13.0,300.0,128.0,2015-06-03
19.0,65.0,3.0,12.0,300.0,108.0,2015-06-03
19.0,73.0,4.0,18.0,300.0,105.0,2015-06-03
25.0,84.0,6.0,24.0,400.0,106.0,2015-06-03
29.0,122.0,5.0,28.0,400.0,78.0,2015-06-03
27.0,70.0,5.0,20.0,400.0,82.0,2015-06-03
33.0,138.0,4.0,31.0,400.0,60.0,2015-06-03
31.0,154.0,4.0,37.0,400.0,37.0,2015-06-04
15.0,59.0,3.0,10.0,200.0,87.0,2015-06-04
14.0,43.0,5.0,7.0,300.0,112.0,2015-06-04
24.0,31.0,10.0,6.0,400.0,128.0,2015-06-04
28.0,34.0,11.0,7.0,400.0,122.0,2015-06-04
26.0,38.0,9.0,28.0,400.0,97.0,2015-06-04
24.0,44.0,8.0,27.0,400.0,78.0,2015-06-04
